id,name,county
1849,縣立平和國中,花蓮縣
1850,縣立鳳林國中,花蓮縣
1851,縣立萬榮國中,花蓮縣
1852,縣立富里國中,花蓮縣
1853,縣立富北國中,花蓮縣
1854,縣立豐濱國中,花蓮縣
1855,縣立瑞穗國中,花蓮縣
1856,縣立東里國中,花蓮縣
1857,縣立自強國中,花蓮縣
1858,縣立化仁國中,花蓮縣
1859,縣立明禮國小,花蓮縣
1860,縣立明義國小,花蓮縣
1861,縣立明廉國小,花蓮縣
1862,縣立明恥國小,花蓮縣
1863,縣立中正國小,花蓮縣
1864,縣立信義國小,花蓮縣
1865,縣立復興國小,花蓮縣
1866,縣立中華國小,花蓮縣
1867,縣立忠孝國小,花蓮縣
1868,縣立北濱國小,花蓮縣
1869,縣立鑄強國小,花蓮縣
1870,縣立新城國小,花蓮縣
1871,縣立北埔國小,花蓮縣
1872,縣立康樂國小,花蓮縣
1873,縣立吉安國小,花蓮縣
1874,縣立宜昌國小,花蓮縣
1875,縣立宜昌國小(仁里分校),花蓮縣
1876,縣立北昌國小,花蓮縣
1877,縣立稻香國小,花蓮縣
1878,縣立南華國小,花蓮縣
1879,縣立化仁國小,花蓮縣
1880,縣立太昌國小,花蓮縣
1881,縣立壽豐國小,花蓮縣
1882,縣立豐山國小,花蓮縣
1883,縣立豐裡國小,花蓮縣
1884,縣立志學國小,花蓮縣
1885,縣立平和國小,花蓮縣
1886,縣立溪口國小,花蓮縣
1887,縣立鳳林國小,花蓮縣
1888,縣立鳳仁國小,花蓮縣
1889,縣立北林國小,花蓮縣
1890,縣立長橋國小,花蓮縣
1891,縣立林榮國小,花蓮縣
1892,縣立太巴塱國小,花蓮縣
1893,縣立大進國小,花蓮縣
1894,縣立瑞穗國小,花蓮縣
1895,縣立瑞美國小,花蓮縣
1896,縣立鶴岡國小,花蓮縣
1897,縣立舞鶴國小,花蓮縣
1898,縣立富源國小,花蓮縣
1899,縣立豐濱國小,花蓮縣
1900,縣立港口國小,花蓮縣
1901,縣立靜浦國小,花蓮縣
1902,縣立新社國小,花蓮縣
1903,縣立中城國小,花蓮縣
1904,縣立源城國小,花蓮縣
1905,縣立樂合國小,花蓮縣
1906,縣立觀音國小,花蓮縣
1907,縣立松浦國小,花蓮縣
1908,縣立春日國小,花蓮縣
1909,縣立德武國小,花蓮縣
1910,縣立富里國小,花蓮縣
1911,縣立富南國小,花蓮縣
1912,縣立明里國小,花蓮縣
1913,縣立吳江國小,花蓮縣
1914,縣立學田國小,花蓮縣
1915,縣立萬寧國小,花蓮縣
1916,縣立東竹國小,花蓮縣
1917,縣立秀林國小,花蓮縣
1918,縣立富世國小,花蓮縣
1919,縣立崇德國小,花蓮縣
1920,縣立三棧國小,花蓮縣
1921,縣立佳民國小,花蓮縣
1922,縣立銅門國小,花蓮縣
1923,縣立銅蘭國小,花蓮縣
1924,縣立文蘭國小,花蓮縣
1925,縣立萬榮國小,花蓮縣
1926,縣立見晴國小,花蓮縣
1927,縣立馬遠國小,花蓮縣
1928,縣立西林國小,花蓮縣
1929,縣立紅葉國小,花蓮縣
1930,縣立卓溪國小,花蓮縣
1931,縣立崙山國小,花蓮縣
1932,縣立太平國小,花蓮縣
1933,縣立卓清國小,花蓮縣
1934,縣立卓楓國小,花蓮縣
1935,國立馬公高中,澎湖縣
1936,國立澎湖海事水產,澎湖縣
1937,縣立馬公國中,澎湖縣
1938,縣立中正國中,澎湖縣
1939,縣立吉貝國中,澎湖縣
1940,縣立七美國中,澎湖縣
1941,縣立中正國小,澎湖縣
1942,縣立中興國小,澎湖縣
1943,縣立中山國小,澎湖縣
1944,縣立虎井國小,澎湖縣
1945,縣立龍門國小,澎湖縣
1946,縣立沙港國小,澎湖縣
1947,縣立望安國小,澎湖縣
1948,縣立雙湖國小,澎湖縣
1949,國立基隆女中,基隆市
1950,國立基隆高中,基隆市
1951,國立基隆海事,基隆市
1952,市立中山高中,基隆市
1953,市立安樂高中,基隆市
1954,市立明德國中,基隆市
1955,市立銘傳國中,基隆市
1956,市立信義國中,基隆市
1957,市立南榮國中,基隆市
1958,市立成功國中,基隆市
1959,市立正濱國中,基隆市
1960,市立中山高中大德分校,基隆市
1961,市立建德國中,基隆市
1962,市立百福國中,基隆市
1963,市立八斗高中,基隆市
1964,市立中正國小,基隆市
1965,市立正濱國小,基隆市
1966,市立和平國小,基隆市
1967,市立八斗國小,基隆市
1968,市立東信國小,基隆市
1969,市立月眉國小,基隆市
1970,市立東光國小,基隆市
1971,市立仁愛國小,基隆市
1972,市立信義國小,基隆市
1973,市立南榮國小,基隆市
1974,市立尚智國小,基隆市
1975,市立安樂國小,基隆市
1976,市立西定國小,基隆市
1977,市立武崙國小,基隆市
1978,市立中和國小,基隆市
1979,市立仙洞國小,基隆市
1980,市立中山國小,基隆市
1981,市立中華國小,基隆市
1982,市立太平國小,基隆市
1983,市立德和國小,基隆市
1984,市立華興國小,基隆市
1985,市立五堵國小,基隆市
1986,市立堵南國小,基隆市
1987,市立瑪陵國小,基隆市
1988,市立尚仁國小,基隆市
1989,市立建德國小,基隆市
1990,市立八堵國小,基隆市
1991,市立暖暖國小,基隆市
1992,市立暖江國小,基隆市
1993,市立長興國小,基隆市
1994,基隆市立建德幼兒園,基隆市
1995,國立科學工業園區實驗高中,新竹市
1996,國立新竹女中,新竹市
1997,國立新竹高中,新竹市
1998,國立新竹高商,新竹市
1999,國立新竹高工,新竹市
2000,國立新竹教大附小,新竹市
2001,私立光復高中,新竹市
2002,市立成德高中,新竹市
2003,市立香山高中,新竹市
2004,市立建華國中,新竹市
2005,市立培英國中,新竹市
2006,市立光華國中,新竹市
2007,市立育賢國中,新竹市
2008,市立光武國中,新竹市
2009,市立南華國中,新竹市
2010,市立新竹國小,新竹市
2011,市立北門國小,新竹市
2012,市立民富國小,新竹市
2013,市立東門國小,新竹市
2014,市立東園國小,新竹市
2015,市立三民國小,新竹市
2016,市立龍山國小,新竹市
2017,市立關東國小,新竹市
2018,市立載熙國小,新竹市
2019,市立水源國小,新竹市
2020,市立大庄國小,新竹市
2021,市立大湖國小,新竹市
2022,市立內湖國小,新竹市
2023,市立南隘國小,新竹市
2024,市立頂埔國小,新竹市
2025,市立臺中女中,臺中市
2026,市立臺中二中,臺中市
2027,市立文華高中,臺中市
2028,市立臺中家商,臺中市
2029,國立興大附農,臺中市
2030,市立臺中高工,臺中市
2031,國立臺中教大附小,臺中市
2032,市立臺中啟聰學校,臺中市
2033,私立明德高中,臺中市
2034,私立嶺東高中,臺中市
2035,市立忠明高中,臺中市
2036,市立西苑高中,臺中市
2037,市立居仁國中,臺中市
2038,市立雙十國中,臺中市
2039,市立崇倫國中,臺中市
2040,市立大德國中,臺中市
2041,市立北新國中,臺中市
2042,市立黎明國中,臺中市
2043,市立向上國中,臺中市
2044,市立育英國中,臺中市
2045,市立四育國中,臺中市
2046,市立五權國中,臺中市
2047,市立中山國中,臺中市
2048,市立崇德國中,臺中市
2049,市立立人國中,臺中市
2050,市立安和國中,臺中市
2051,市立至善國中,臺中市
2052,市立萬和國中,臺中市
2053,市立大業國中,臺中市
2054,市立三光國中,臺中市
2055,市立中區光復國小,臺中市
2056,市立臺中國小,臺中市
2057,市立大智國小,臺中市
2058,市立樂業國小,臺中市
2059,市立忠孝國小,臺中市
2060,市立忠信國小,臺中市
2061,市立大同國小,臺中市
2062,市立忠明國小,臺中市
2063,市立西區中正國小,臺中市
2064,市立南區和平國小,臺中市
2065,市立國光國小,臺中市
2066,市立信義國小,臺中市
2067,市立北區太平國小,臺中市
2068,市立北區中華國小,臺中市
2069,市立篤行國小,臺中市
2070,市立健行國小,臺中市
2071,市立省三國小,臺中市
2072,市立西屯國小,臺中市
2073,市立西屯區泰安國小,臺中市
2074,市立大鵬國小,臺中市
2075,市立西屯區永安國小,臺中市
2076,市立協和國小,臺中市
2077,市立大仁國小,臺中市
2078,市立南屯國小,臺中市
2079,市立文山國小,臺中市
2080,市立黎明國小,臺中市
2081,市立北屯國小,臺中市
2082,市立僑孝國小,臺中市
2083,市立四張犁國小,臺中市
2084,市立松竹國小,臺中市
2085,市立逢甲國小,臺中市
2086,市立建功國小,臺中市
2087,市立北屯區新興國小,臺中市
2088,市立仁愛國小,臺中市
2089,市立北屯區文昌國小,臺中市
2090,市立大勇國小,臺中市
2091,市立重慶國小,臺中市
2092,市立南屯區東興國小,臺中市
2093,市立四維國小,臺中市
2094,市立何厝國小,臺中市
2095,市立陳平國小,臺中市
2096,市立惠文國小,臺中市
2097,國立嘉義女中,嘉義市
2098,國立嘉義高中,嘉義市
2099,國立華南高商,嘉義市
2100,國立嘉義高工,嘉義市
2101,國立嘉義高商,嘉義市
2102,國立嘉義家職,嘉義市
2103,國立嘉義大學附小,嘉義市
2104,私立輔仁高中,嘉義市
2105,市立大業國中,嘉義市
2106,市立北興國中,嘉義市
2107,市立玉山國中,嘉義市
2108,市立崇文國小,嘉義市
2109,市立博愛國小,嘉義市
2110,市立大同國小,嘉義市
2111,市立嘉北國小,嘉義市
2112,市立僑平國小,嘉義市
2113,市立精忠國小,嘉義市
2114,市立育人國小,嘉義市
2115,市立興安國小,嘉義市
2116,國立臺南二中,臺南市
2117,國立臺南一中,臺南市
2118,國立臺南女中,臺南市
2119,國立家齊高中,臺南市
2120,國立臺南高商,臺南市
2121,國立臺南海事,臺南市
2122,私立長榮女中,臺南市
2123,市立土城高中,臺南市
2124,市立後甲國中,臺南市
2125,市立大成國中,臺南市
2126,市立民德國中,臺南市
2127,市立成功國中,臺南市
2128,市立延平國中,臺南市
2129,市立建興國中,臺南市
2130,市立中山國中,臺南市
2131,市立安平國中,臺南市
2132,市立安南國中,臺南市
2133,市立安順國中,臺南市
2134,市立復興國中,臺南市
2135,市立新興國中,臺南市
2136,市立文賢國中,臺南市
2137,市立崇明國中,臺南市
2138,市立東區勝利國小,臺南市
2139,市立東區大同國小,臺南市
2140,市立東光國小,臺南市
2141,市立德高國小,臺南市
2142,市立崇學國小,臺南市
2143,市立南區新興國小,臺南市
2144,市立省躬國小,臺南市
2145,市立龍崗國小,臺南市
2146,市立永華國小,臺南市
2147,市立協進國小,臺南市
2148,市立立人國小,臺南市
2149,市立大光國小,臺南市
2150,市立進學國小,臺南市
2151,市立石門國小,臺南市
2152,市立安順國小,臺南市
2153,市立和順國小,臺南市
2154,市立海東國小,臺南市
2155,市立安慶國小,臺南市
2156,市立鎮海國小,臺南市
2157,市立長安國小,臺南市
2158,市立大港國小,臺南市
2159,市立海佃國小,臺南市
2160,市立東區復興國小,臺南市
2161,市立安平國小,臺南市
2162,臺北市立大學,臺北市
2163,市立西松高中,臺北市
2164,市立介壽國中,臺北市
2165,市立民生國中,臺北市
2166,市立敦化國中,臺北市
2167,市立松山國小,臺北市
2168,市立西松國小,臺北市
2169,市立敦化國小,臺北市
2170,市立民生國小,臺北市
2171,市立民權國小,臺北市
2172,市立三民國小,臺北市
2173,市立松山高中,臺北市
2174,市立永春高中,臺北市
2175,市立松山家商,臺北市
2176,市立松山工農,臺北市
2177,市立興雅國中,臺北市
2178,市立永吉國中,臺北市
2179,市立瑠公國中,臺北市
2180,市立信義國中,臺北市
2181,市立興雅國小,臺北市
2182,市立永春國小,臺北市
2183,市立光復國小,臺北市
2184,市立三興國小,臺北市
2185,市立信義國小,臺北市
2186,市立吳興國小,臺北市
2187,市立福德國小,臺北市
2188,市立永吉國小,臺北市
2189,市立博愛國小,臺北市
2190,國立師大附中,臺北市
2191,國立臺北教大實小,臺北市
2192,私立新民小學,臺北市
2193,市立和平高中,臺北市
2194,市立大安高工,臺北市
2195,市立仁愛國中,臺北市
2196,市立大安國中,臺北市
2197,市立芳和國中,臺北市
2198,市立金華國中,臺北市
2199,市立懷生國中,臺北市
2200,市立民族國中,臺北市
2201,市立龍安國小,臺北市
2202,市立大安國小,臺北市
2203,市立幸安國小,臺北市
2204,市立建安國小,臺北市
2205,市立仁愛國小,臺北市
2206,市立金華國小,臺北市
2207,市立古亭國小,臺北市
2208,市立銘傳國小,臺北市
2209,私立大同高中,臺北市
2210,市立中山女中,臺北市
2211,市立大同高中,臺北市
2212,市立大直高中,臺北市
2213,市立長安國中,臺北市
2214,市立新興國中,臺北市
2215,市立五常國中,臺北市
2216,市立中山國小,臺北市
2217,市立中正國小,臺北市
2218,市立長安國小,臺北市
2219,市立長春國小,臺北市
2220,市立五常國小,臺北市
2221,市立吉林國小,臺北市
2222,市立懷生國小,臺北市
2223,市立建國中學,臺北市
2224,市立成功中學,臺北市
2225,市立北一女中,臺北市
2226,市立螢橋國中,臺北市
2227,市立古亭國中,臺北市
2228,市立南門國中,臺北市
2229,市立弘道國中,臺北市
2230,市立中正國中,臺北市
2231,市立螢橋國小,臺北市
2232,市立河堤國小,臺北市
2233,市立忠義國小,臺北市
2234,市立國語實小,臺北市
2235,市立南門國小,臺北市
2236,市立東門國小,臺北市
2237,市立忠孝國小,臺北市
2238,臺北市立大學附小,臺北市
2239,臺北市立中正幼兒園,臺北市
2240,私立靜修女中,臺北市
2241,市立明倫高中,臺北市
2242,市立成淵高中,臺北市
2243,市立忠孝國中,臺北市
2244,市立民權國中,臺北市
2245,市立蘭州國中,臺北市
2246,市立重慶國中,臺北市
2247,市立日新國小,臺北市
2248,市立太平國小,臺北市
2249,市立永樂國小,臺北市
2250,市立雙蓮國小,臺北市
2251,市立大同國小,臺北市
2252,市立大龍國小,臺北市
2253,市立大橋國小,臺北市
2254,市立明倫國小,臺北市
2255,市立華江高中,臺北市
2256,市立大理高中,臺北市
2257,市立雙園國中,臺北市
2258,市立龍山國中,臺北市
2259,市立新和國小,臺北市
2260,市立雙園國小,臺北市
2261,市立東園國小,臺北市
2262,市立大理國小,臺北市
2263,市立西園國小,臺北市
2264,市立萬大國小,臺北市
2265,市立華江國小,臺北市
2266,市立老松國小,臺北市
2267,市立龍山國小,臺北市
2268,市立福星國小,臺北市
2269,私立靜心小學,臺北市
2270,私立中山小學,臺北市
2271,市立景美女中,臺北市
2272,市立萬芳高中,臺北市
2273,市立木柵高工,臺北市
2274,市立木柵國中,臺北市
2275,市立實踐國中,臺北市
2276,市立北政國中,臺北市
2277,市立景美國中,臺北市
2278,市立興福國中,臺北市
2279,市立景興國中,臺北市
2280,市立景美國小,臺北市
2281,市立興德國小,臺北市
2282,市立溪口國小,臺北市
2283,市立興隆國小,臺北市
2284,市立志清國小,臺北市
2285,市立景興國小,臺北市
2286,市立木柵國小,臺北市
2287,市立永建國小,臺北市
2288,市立實踐國小,臺北市
2289,市立博嘉國小,臺北市
2290,市立指南國小,臺北市
2291,市立明道國小,臺北市
2292,市立萬芳國小,臺北市
2293,市立力行國小,臺北市
2294,市立南港高中,臺北市
2295,市立南港高工,臺北市
2296,市立誠正國中,臺北市
2297,市立成德國中,臺北市
2298,市立舊莊國小,臺北市
2299,市立玉成國小,臺北市
2300,市立成德國小,臺北市
2301,市立胡適國小,臺北市
2302,市立修德國小,臺北市
2303,市立內湖高中,臺北市
2304,市立內湖高工,臺北市
2305,市立內湖國中,臺北市
2306,市立麗山國中,臺北市
2307,市立三民國中,臺北市
2308,市立西湖國中,臺北市
2309,市立東湖國中,臺北市
2310,市立明湖國中,臺北市
2311,市立內湖國小,臺北市
2312,市立碧湖國小,臺北市
2313,市立潭美國小,臺北市
2314,市立東湖國小,臺北市
2315,市立西湖國小,臺北市
2316,市立康寧國小,臺北市
2317,市立明湖國小,臺北市
2318,市立麗山國小,臺北市
2319,市立新湖國小,臺北市
2320,市立文湖國小,臺北市
2321,市立大湖國小,臺北市
2322,臺北市立內湖幼兒園,臺北市
2323,私立華岡藝校,臺北市
2324,市立陽明高中,臺北市
2325,市立百齡高中,臺北市
2326,市立士林高商,臺北市
2327,市立士林國中,臺北市
2328,市立蘭雅國中,臺北市
2329,市立至善國中,臺北市
2330,市立福安國中,臺北市
2331,市立天母國中,臺北市
2332,市立士林國小,臺北市
2333,市立士東國小,臺北市
2334,市立福林國小,臺北市
2335,市立陽明山國小,臺北市
2336,市立社子國小,臺北市
2337,市立富安國小,臺北市
2338,市立劍潭國小,臺北市
2339,市立百齡國小,臺北市
2340,市立雙溪國小,臺北市
2341,市立葫蘆國小,臺北市
2342,市立雨農國小,臺北市
2343,市立蘭雅國小,臺北市
2344,市立啟明學校,臺北市
2345,市立復興高中,臺北市
2346,市立中正高中,臺北市
2347,市立北投國中,臺北市
2348,市立新民國中,臺北市
2349,市立明德國中,臺北市
2350,市立桃源國中,臺北市
2351,市立北投國小,臺北市
2352,市立逸仙國小,臺北市
2353,市立石牌國小,臺北市
2354,市立關渡國小,臺北市
2355,市立清江國小,臺北市
2356,市立泉源國小,臺北市
2357,市立大屯國小,臺北市
2358,市立桃源國小,臺北市
2359,市立文林國小,臺北市
2360,市立立農國小,臺北市
2361,市立明德國小,臺北市
2362,市立鹽埕國中,高雄市
2363,市立鹽埕國小,高雄市
2364,市立鹽埕區忠孝國小,高雄市
2365,市立鼓山高中,高雄市
2366,市立壽山國中,高雄市
2367,市立九如國小,高雄市
2368,市立左營高中,高雄市
2369,市立海青工商,高雄市
2370,市立立德國中,高雄市
2371,市立龍華國中,高雄市
2372,市立左營國小,高雄市
2373,市立新莊國小,高雄市
2374,市立新民國小,高雄市
2375,市立明德國小,高雄市
2376,市立福山國小,高雄市
2377,高雄市立裕誠幼兒園,高雄市
2378,國立中山大學附屬國光高中,高雄市
2379,市立楠梓國中,高雄市
2380,市立右昌國中,高雄市
2381,市立後勁國中,高雄市
2382,市立右昌國小,高雄市
2383,市立莒光國小,高雄市
2384,市立加昌國小,高雄市
2385,市立翠屏國(中)小,高雄市
2386,市立高雄中學,高雄市
2387,市立三民高中,高雄市
2388,市立高雄高工,高雄市
2389,市立民族國中,高雄市
2390,市立陽明國中,高雄市
2391,市立三民國小,高雄市
2392,市立鼎金國小,高雄市
2393,市立愛國國小,高雄市
2394,市立正興國小,高雄市
2395,市立博愛國小,高雄市
2396,市立獅湖國小,高雄市
2397,市立三民區民族國小,高雄市
2398,市立莊敬國小,高雄市
2399,市立光武國小,高雄市
2400,市立東光國小,高雄市
2401,市立河濱國小,高雄市
2402,市立陽明國小,高雄市
2403,市立新興高中,高雄市
2404,市立高雄高商,高雄市
2405,市立新興區新興國小,高雄市
2406,市立七賢國小,高雄市
2407,市立高雄女中,高雄市
2408,市立前金國中,高雄市
2409,市立前金國小,高雄市
2410,高雄市立前金幼兒園,高雄市
2411,市立中正高中,高雄市
2412,市立五福國中,高雄市
2413,市立大仁國中,高雄市
2414,市立英明國中,高雄市
2415,市立苓洲國小,高雄市
2416,市立凱旋國小,高雄市
2417,市立福東國小,高雄市
2418,市立苓雅區中正國小,高雄市
2419,市立福康國小,高雄市
2420,市立前鎮高中,高雄市
2421,市立瑞祥高中,高雄市
2422,市立中正高工,高雄市
2423,市立光華國中,高雄市
2424,市立興仁國中,高雄市
2425,市立前鎮國小,高雄市
2426,市立愛群國小,高雄市
2427,市立復興國小,高雄市
2428,市立明正國小,高雄市
2429,市立光華國小,高雄市
2430,市立瑞祥國小,高雄市
2431,市立中山國中,高雄市
2432,市立明義國中,高雄市
2433,市立小港國小,高雄市
2434,市立鳳林國小,高雄市
2435,市立青山國小,高雄市
2436,市立太平國小,高雄市
2437,市立坪頂國小,高雄市
2438,市立桂林國小,高雄市
2439,國立金門高中,金門縣
2440,縣立金城國中,金門縣
2441,縣立中正國小,金門縣
2442,縣立金沙國小,金門縣
2443,縣立卓環國小,金門縣
2444,縣立介壽國中(小),連江縣
2445,縣立中山國中,連江縣
2446,縣立仁愛國小,連江縣
2447,縣立坂里國小,連江縣
